cohort_version,freeze_date,freeze_date_tag,gene_family,normalized_target_name,matrix_bucket,n_studies_reported_detected,n_rows_reported_detected,note
v1.0,2026-06-27,20260627,bla,mecA,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,erm36,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermTR,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mefC,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mphE,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,intI1/16S rRNA,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,APH gene,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,APH gene,influent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,IMP-37,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,IS6100,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,IncQ2,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,Kpc3,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,OXA-36,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,OXA58,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aac(6')-Ib,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(3')-Ib,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aphA,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA12,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,intI2,other_known,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,korB,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-9,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexC,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexV,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexY,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexZ,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mphD,influent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,nptII,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,shv34,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-03,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-05,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanD,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanX,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,oqxA,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qepA,final_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnr,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrB,secondary_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrS2,sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,sul,sul1/16S,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,sul,sul3,secondary_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,sul,sulI/16S,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet(33),influent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet(L),sludge,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet(M-W-O-S),matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetA/16S rRNA,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetB/16S rRNA,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetC,secondary_effluent,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetPB-03,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetR,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetV,matrix_unclear,1,2,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,ampC,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,ampC-04,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,bla nps-1,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,bla nps-1,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaA,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaACT-MIR,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaACT-MIR,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaACT-MIR,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCMY,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCMY-2,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCMY-2,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCMY-2,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-1,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-1,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-1,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-15,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-9,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaCTX-M-9,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaDHA,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaDHA,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaDHA,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaFOX,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaGES,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaGES-1,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaGES-1,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIMP-1,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIMP-1,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIMP-1,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaIMP-1 group,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC-2,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC-2,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaKPC-3,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaM-1,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaM-1,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM-1,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM-1,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaNDM1,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-1,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-10,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-10,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-23,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-48,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-48,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-58,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaOXA-A,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaPBP-1A,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaPSE,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaSHV/TEM,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-1D,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaTEM-2,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVEB,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,blaVIM-1,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,cfxA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,bla,cfxA,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ereA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ereA,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,erm(A),final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,erm(A),influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,erm(C),final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,erm36,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermA,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermA,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermA,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermB/16S rRNA,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,ermF,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,macB,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,macB,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mefA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,erm,mphB,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,BALOs -> MGE (intI1),matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,MGE (intI1) -> ARGs (sul),matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,MGE (intI1) -> ARGs (tet),matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,biomarker -> MGE (intI1),matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,e-intI1,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,"intI1, sul and 16S rRNA",matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,intI1/(16S rRNA genes),influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,intI1,intI1/(16S rRNA genes),secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,"16S rDNA, MGEs, ARGs",influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,AAC(6’)-Ib9,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,APH(3'')-b,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,ARG richness increase,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,CTX-M,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,GES-15,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,GES-5,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,ISCR,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,IncF,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,MexD,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,MexJ,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,MexK,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,MexV,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,MexV,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,NDM,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,NDM genes,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,OXA,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,OXA48,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,TEM-2,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,Vanadium,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,Vanadium,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aac(6')-I,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aac(6')-Ib,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aac(6′)-Ib-cr,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aac(6′)-Ib-cr,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA1,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA12,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA2,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA22,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA3,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA5,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aadA7,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,ampC gene,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,ampC genes,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(3'')-I,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(3'),final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(3')-I,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph(6)-Id,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,aph6Id,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,arnA,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,bexA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,bexA,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,cmlA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA1,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA1,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA12,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA12,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA15,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,dfrA3,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,ereB,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,floR,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,floR,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,int2,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,intI2,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,intI2,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,integrase,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,integrase genes,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,korB,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,korB,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-2,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-2,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-2,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mcr-5,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexT,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mexW,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mph(B),influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mphA,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,mphA-1,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,oxa58,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-04,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-04,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-04,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-05,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-05,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-07,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-07,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,tnpA-3_connected_ARG_subtypes,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanB,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanB,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRB,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRF,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRF,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanRO,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanS,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanSL,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanSL,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanSM,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanT in vanG,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanW in vanI,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanY in vanB,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,other,vanYB,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,aac(6')-Ib-cr,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qepA,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qepA,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrA,other_known,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrA,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrA,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,qnr,qnrS,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet(39),matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet(A-B-C-D),matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet32,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tet39,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetA-02,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetA60,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetB,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetD,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetD,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetE,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetE,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetL,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetL,influent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetPA,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetPA,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetPB-03,secondary_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetR,sludge,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetS,matrix_unclear,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetT,final_effluent,1,1,reported detection only; not prevalence denominator
v1.0,2026-06-27,20260627,tet,tetZ,final_effluent,1,1,reported detection only; not prevalence denominator
