cohort_id,cohort_version,freeze_date,freeze_date_tag,snapshot_read_only,record_id,doi,year,outcome_id,target_name,matrix_before,matrix_after,treatment_process,outcome_type,reported_outcome_value,reported_outcome_unit,calculated_by_llm,paired_data_status,reported_outcome_value_min,reported_outcome_value_max,repair_applied,linked_measurement_ids,extraction_source,extraction_model,prompt_rule_version,value_scope,inter_run_agreement,normalized_target_name,normalized_arg_class,normalized_target_type,target_scope,target_eligibility_for_quant,normalized_matrix_before,matrix_before_group,normalized_matrix_after,matrix_after_group,normalized_treatment_process,treatment_group,matrix_transition_type,matrix_transition_before_class,matrix_transition_after_class,normalized_outcome_type,outcome_group,normalized_outcome_unit,outcome_unit_family,log_harmonization_status,outcome_direction,normalized_paired_data_status,valid_for_removal_synthesis,pairing_quality_flag,processing_stream,direction_inference_label,direction_inference_confidence,analysis_value,value_parse_method,gene_family,route,outlier_flag,rescued_normalized_treatment_process,rescued_treatment_group,rescued_technology_supergroup,technology_supergroup,technology_supergroup_4group
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0564,10.1016/j.scitotenv.2023.168313,2024,O_001083,sul1,influent,effluent,all processes,removal_efficiency,94.59,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,all processes,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,94.59,single_numeric,sul,influent_to_final_effluent,,A2O,secondary_biological_treatment,membrane,membrane,membrane
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0564,10.1016/j.scitotenv.2023.168313,2024,O_001084,qnrS,influent,effluent,all processes,removal_efficiency,93.43,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,all processes,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,93.43,single_numeric,qnr,influent_to_final_effluent,,A2O,secondary_biological_treatment,membrane,membrane,membrane
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0564,10.1016/j.scitotenv.2023.168313,2024,O_001085,sul2,influent,effluent,all processes,removal_efficiency,91.2,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,all processes,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,91.2,single_numeric,sul,influent_to_final_effluent,,A2O,secondary_biological_treatment,membrane,membrane,membrane
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0564,10.1016/j.scitotenv.2023.168313,2024,O_001086,ermC,influent,effluent,all processes,removal_efficiency,84.89,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermC,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,all processes,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,84.89,single_numeric,erm,influent_to_final_effluent,,A2O,secondary_biological_treatment,membrane,membrane,membrane
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0569,10.1016/j.psep.2024.10.092,2024,O_001089,qnrS,influent,effluent,reactive electrochemical ceramic membrane,reduction,85.21,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,reactive electrochemical ceramic membrane,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,85.21,single_numeric,qnr,influent_to_final_effluent,,electrochemical,advanced_oxidation,physicochemical,physicochemical,physicochemical
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0570,10.1007/s11356-024-35832-z,2025,O_001091,qnrB,influent,effluent,township WWTPs,removal_efficiency,91.57,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,qnrB,quinolone resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,township WWTPs,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,91.57,single_numeric,qnr,influent_to_final_effluent,,UV_disinfection,tertiary_disinfection,membrane,membrane,membrane
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0570,10.1007/s11356-024-35832-z,2025,O_001092,qnrS,influent,effluent,township WWTPs,removal_efficiency,91.56,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,township WWTPs,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,91.56,single_numeric,qnr,influent_to_final_effluent,,UV_disinfection,tertiary_disinfection,membrane,membrane,membrane
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0570,10.1007/s11356-024-35832-z,2025,O_001093,ermB,influent,effluent,township WWTPs,removal_efficiency,91.44,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,township WWTPs,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,91.44,single_numeric,erm,influent_to_final_effluent,,UV_disinfection,tertiary_disinfection,membrane,membrane,membrane
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0595,10.1016/j.jece.2025.116510,2025,O_001129,sul1,influent,effluent,baffled photobioreactor,removal_efficiency,12.3,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,baffled photobioreactor,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,12.3,single_numeric,sul,influent_to_final_effluent,,baffled photobioreactor | cyanobacteria-bacteria consortium in baffled photobioreactor,unclear,unclear,unclear,unclear
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0595,10.1016/j.jece.2025.116510,2025,O_001130,intl1,influent,effluent,baffled photobioreactor,removal_efficiency,11.36,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,influent,liquid_influent,final_effluent,liquid_effluent,baffled photobioreactor,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,11.36,single_numeric,intI1,influent_to_final_effluent,,baffled photobioreactor | cyanobacteria-bacteria consortium in baffled photobioreactor,unclear,unclear,unclear,unclear
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0595,10.1016/j.jece.2025.116510,2025,O_001131,sul2,influent,effluent,baffled photobioreactor,reduction,10.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,baffled photobioreactor,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,10.0,single_numeric,sul,influent_to_final_effluent,,baffled photobioreactor | cyanobacteria-bacteria consortium in baffled photobioreactor,unclear,unclear,unclear,unclear
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0620,10.1016/j.cej.2023.146916,2023,O_001182,intI1,secondary effluent,treated effluent,PMS/O3,reduction,78.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,secondary_effluent,liquid_effluent,final_effluent,liquid_effluent,PMS/O3,unclear,cross_stage_route,secondary_effluent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,78.0,single_numeric,intI1,secondary_effluent_to_final_effluent,,advanced_oxidation,advanced_oxidation,physicochemical,physicochemical,physicochemical
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0620,10.1016/j.cej.2023.146916,2023,O_001183,intI1,secondary effluent,treated effluent,ozonation,reduction,66.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,secondary_effluent,liquid_effluent,final_effluent,liquid_effluent,ozonation,tertiary_disinfection,cross_stage_route,secondary_effluent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,66.0,single_numeric,intI1,secondary_effluent_to_final_effluent,,ozonation,tertiary_disinfection,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0692,10.1016/j.scitotenv.2024.171555,2024,O_001285,intI1,mixed sludge,thermophilic anaerobically digested sludge,thermophilic anaerobic digestion,removal_efficiency,91.5,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,mixed sludge,unclear,thermophilic anaerobically digested sludge,unclear,anaerobic_digestion,anaerobic_digestion,cross_stage_route,sewage_sludge,anaerobic_sludge,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,91.5,single_numeric,intI1,sewage_sludge_to_anaerobic_sludge,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0692,10.1016/j.scitotenv.2024.171555,2024,O_001287,intI1,mixed sludge,thermophilic anaerobically digested sludge,thermophilic anaerobic digestion,removal_efficiency,92.6,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,mixed sludge,unclear,thermophilic anaerobically digested sludge,unclear,anaerobic_digestion,anaerobic_digestion,cross_stage_route,sewage_sludge,anaerobic_sludge,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,92.6,single_numeric,intI1,sewage_sludge_to_anaerobic_sludge,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0692,10.1016/j.scitotenv.2024.171555,2024,O_001289,intI1,mixed sludge,thermophilic anaerobically digested sludge,thermophilic anaerobic digestion,removal_efficiency,91.8,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,mixed sludge,unclear,thermophilic anaerobically digested sludge,unclear,anaerobic_digestion,anaerobic_digestion,cross_stage_route,sewage_sludge,anaerobic_sludge,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,91.8,single_numeric,intI1,sewage_sludge_to_anaerobic_sludge,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0692,10.1016/j.scitotenv.2024.171555,2024,O_001299,intI1,mixed sludge,mesophilic anaerobically digested sludge,temperature-phased anaerobic digestion,removal_efficiency,92.5,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,mixed sludge,unclear,mesophilic anaerobically digested sludge,unclear,temperature-phased anaerobic digestion,unclear,cross_stage_route,sewage_sludge,anaerobic_sludge,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,92.5,single_numeric,intI1,sewage_sludge_to_anaerobic_sludge,,anaerobic_digestion,anaerobic_digestion,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0713,10.1002/wer.11104,2024,O_001346,ermB,influent,final effluent,WWTP overall,removal_efficiency,98.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP overall,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,98.0,single_numeric,erm,influent_to_final_effluent,,secondary_biological_treatment,secondary_biological_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0713,10.1002/wer.11104,2024,O_001347,blaCTXM,influent,final effluent,WWTP overall,removal_efficiency,98.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP overall,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,98.0,single_numeric,bla,influent_to_final_effluent,,secondary_biological_treatment,secondary_biological_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0744,10.5004/dwt.2023.29127,2023,O_001394,blaCTX-M-32,influent,final effluent,Chlorination,removal_efficiency,65.93,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaCTX-M-32,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,chlorination,tertiary_disinfection,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,65.93,single_numeric,bla,influent_to_final_effluent,,chlorination,tertiary_disinfection,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0841,10.1016/j.biortech.2019.122513,2020,O_001596,tetM,sewage sludge,composted sludge,sludge composting,reduction,91.7,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetM,tetracycline resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,biosolids,sludge_processed,sludge_composting,sludge_treatment,cross_stage_route,sewage_sludge,biosolids,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,91.7,single_numeric,tet,sewage_sludge_to_biosolids,,sludge_composting,sludge_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0841,10.1016/j.biortech.2019.122513,2020,O_001597,tetQ,sewage sludge,composted sludge,sludge composting,reduction,98.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetQ,tetracycline resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,biosolids,sludge_processed,sludge_composting,sludge_treatment,cross_stage_route,sewage_sludge,biosolids,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,98.0,single_numeric,tet,sewage_sludge_to_biosolids,,sludge_composting,sludge_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0841,10.1016/j.biortech.2019.122513,2020,O_001598,blaTEM,sewage sludge,composted sludge,sludge composting,reduction,68.5,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,biosolids,sludge_processed,sludge_composting,sludge_treatment,cross_stage_route,sewage_sludge,biosolids,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,68.5,single_numeric,bla,sewage_sludge_to_biosolids,,sludge_composting,sludge_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0841,10.1016/j.biortech.2019.122513,2020,O_001599,blaOXA,sewage sludge,composted sludge,sludge composting,reduction,90.2,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaOXA,beta-lactam resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,biosolids,sludge_processed,sludge_composting,sludge_treatment,cross_stage_route,sewage_sludge,biosolids,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,90.2,single_numeric,bla,sewage_sludge_to_biosolids,,sludge_composting,sludge_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0841,10.1016/j.biortech.2019.122513,2020,O_001600,ermB,sewage sludge,composted sludge,sludge composting,reduction,23.9,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,biosolids,sludge_processed,sludge_composting,sludge_treatment,cross_stage_route,sewage_sludge,biosolids,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,23.9,single_numeric,erm,sewage_sludge_to_biosolids,,sludge_composting,sludge_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0841,10.1016/j.biortech.2019.122513,2020,O_001601,mefA,sewage sludge,composted sludge,sludge composting,reduction,99.3,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,mefA,macrolide resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,biosolids,sludge_processed,sludge_composting,sludge_treatment,cross_stage_route,sewage_sludge,biosolids,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,99.3,single_numeric,erm,sewage_sludge_to_biosolids,,sludge_composting,sludge_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0841,10.1016/j.biortech.2019.122513,2020,O_001602,mexF,sewage sludge,composted sludge,sludge composting,reduction,94.4,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,mexF,multidrug resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,biosolids,sludge_processed,sludge_composting,sludge_treatment,cross_stage_route,sewage_sludge,biosolids,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,94.4,single_numeric,other,sewage_sludge_to_biosolids,,sludge_composting,sludge_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0869,10.1016/j.scitotenv.2021.149344,2021,O_001664,intI1,sewage sludge,aerobically digested sludge,aerobic sludge digestion,reduction,86.1,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,sewage_sludge,sludge_processed,aerobically digested sludge,unclear,aerobic sludge digestion,unclear,cross_stage_route,sewage_sludge,anaerobic_sludge,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,86.1,single_numeric,intI1,sewage_sludge_to_anaerobic_sludge,,"aerobic sludge digestion | secondary sludge digested in four 2.5 L Erlenmeyer flasks; control plus PVC, PE, and PET microplastics treatments",unclear,unclear,unclear,unclear
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0885,10.1007/s11783-019-1116-5,2019,O_001725,tetA,secondary effluent,treated effluent,ozonation,removal_efficiency,80.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,secondary_effluent,liquid_effluent,final_effluent,liquid_effluent,ozonation,tertiary_disinfection,cross_stage_route,secondary_effluent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,80.0,single_numeric,tet,secondary_effluent_to_final_effluent,,ozonation,tertiary_disinfection,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0885,10.1007/s11783-019-1116-5,2019,O_001726,intI1,secondary effluent,treated effluent,ozonation,removal_efficiency,87.6,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,secondary_effluent,liquid_effluent,final_effluent,liquid_effluent,ozonation,tertiary_disinfection,cross_stage_route,secondary_effluent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,87.6,single_numeric,intI1,secondary_effluent_to_final_effluent,,ozonation,tertiary_disinfection,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0896,10.1089/mdr.2017.0406,2018,O_001752,tetW,activated sludge,secondary effluent,biological treatment,reduction,24.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetW,tetracycline resistance,ARG,gene_specific,Yes,activated_sludge,sludge_mixed_liquor,secondary_effluent,liquid_effluent,biological treatment,unclear,cross_stage_route,activated_sludge,secondary_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,24.0,single_numeric,tet,activated_sludge_to_secondary_effluent,,secondary_biological_treatment,secondary_biological_treatment,physicochemical,physicochemical,physicochemical
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0950,10.1016/j.scitotenv.2018.07.370,2019,O_001912,intI1,influent,final effluent,whole WWTP train,removal_efficiency,9.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,influent,liquid_influent,final_effluent,liquid_effluent,whole WWTP train,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,9.0,single_numeric,intI1,influent_to_final_effluent,,secondary_biological_treatment,secondary_biological_treatment,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0950,10.1016/j.scitotenv.2018.07.370,2019,O_001913,tetA,influent,final effluent,whole WWTP train,removal_efficiency,10.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,whole WWTP train,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,10.0,single_numeric,tet,influent_to_final_effluent,,secondary_biological_treatment,secondary_biological_treatment,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0950,10.1016/j.scitotenv.2018.07.370,2019,O_001914,sul2,influent,final effluent,whole WWTP train,removal_efficiency,14.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,whole WWTP train,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,14.0,single_numeric,sul,influent_to_final_effluent,,secondary_biological_treatment,secondary_biological_treatment,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0950,10.1016/j.scitotenv.2018.07.370,2019,O_001915,qnrS,influent,final effluent,whole WWTP train,removal_efficiency,8.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,whole WWTP train,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,8.0,single_numeric,qnr,influent_to_final_effluent,,secondary_biological_treatment,secondary_biological_treatment,disinfection,disinfection,disinfection
