cohort_id,cohort_version,freeze_date,freeze_date_tag,snapshot_read_only,record_id,doi,year,measurement_id,sample_id,target_name,target_type,matrix,treatment_process,raw_value,value_min,value_max,mean_value,median_value,sd,se,unit,log_transformed,normalization_method,basis,detection_method,n_samples,time_point,before_after_status,extraction_source,extraction_model,prompt_rule_version,value_scope,inter_run_agreement,normalized_target_name,normalized_arg_class,normalized_target_type,target_scope,target_eligibility_for_quant,normalized_matrix,matrix_group,matrix_fraction,stage_or_timepoint,normalized_treatment_process,treatment_group,raw_unit,raw_unit_pre_normalized,normalized_unit,unit_family,normalized_value,conversion_applied,conversion_note,final_unit,numeric_handling_status,quantitative_synthesis_eligible,detection_status,lod_loq_value,lod_loq_unit,processing_stream,normalized_value_numeric,unit_track,analysis_log10_value,analysis_display_unit,gene_family,matrix_bucket,target_cohort,usable_for_log10_abundance_synthesis,abundance_outlier_flag
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1158,10.5004/dwt.2020.25712,2020,M_002635,S1,tetA,ARG,secondary effluent,PAC pretreatment,,7600.0,7600.0,7600.0,,,,copies mL–1,No,not reported,free resistance genes,qPCR,not reported,after pretreatment,after_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,secondary_effluent,liquid_effluent,,,PAC pretreatment,unclear,copies mL–1,copies/mL,copies_per_mL,absolute_abundance_liquid,7600.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,7600.0,liquid_absolute_log10_copies_per_mL_equivalent,3.880813592280792,log10 copies/mL,tet,secondary_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1158,10.5004/dwt.2020.25712,2020,M_002636,S1,sulII,ARG,secondary effluent,PFS pretreatment,,781000.0,781000.0,781000.0,,,,copies mL–1,No,not reported,free resistance genes,qPCR,not reported,after pretreatment,after_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,secondary_effluent,liquid_effluent,,,PFS pretreatment,unclear,copies mL–1,copies/mL,copies_per_mL,absolute_abundance_liquid,781000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,781000.0,liquid_absolute_log10_copies_per_mL_equivalent,5.8926510338773,log10 copies/mL,sul,secondary_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1163,10.1016/j.cej.2017.02.076,2017,M_002641,S2,sulI,ARG,secondary effluent,none,662000.0,,,,,,,copies/mL,No,not reported,not reported,qPCR,not reported,before treatment,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,secondary_effluent,liquid_effluent,,,none,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,662000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,662000.0,liquid_absolute_log10_copies_per_mL_equivalent,5.8208579894397,log10 copies/mL,sul,secondary_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1163,10.1016/j.cej.2017.02.076,2017,M_002642,S2,sulII,ARG,secondary effluent,none,90200.0,,,,,,,copies/mL,No,not reported,not reported,qPCR,not reported,before treatment,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,secondary_effluent,liquid_effluent,,,none,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,90200.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,90200.0,liquid_absolute_log10_copies_per_mL_equivalent,4.955206537541942,log10 copies/mL,sul,secondary_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1163,10.1016/j.cej.2017.02.076,2017,M_002643,S2,tetQ,ARG,secondary effluent,none,31200.0,,,,,,,copies/mL,No,not reported,not reported,qPCR,not reported,before treatment,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetQ,tetracycline resistance,ARG,gene_specific,Yes,secondary_effluent,liquid_effluent,,,none,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,31200.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,31200.0,liquid_absolute_log10_copies_per_mL_equivalent,4.494154594018442,log10 copies/mL,tet,secondary_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1167,10.1016/j.watres.2019.05.034,2019,M_002645,S1,sul1,ARG,influent,raw influent,2340.0,,,2340.0,,240.0,,copies/mL,No,absolute abundance,wastewater volume,qPCR,3 replicates,raw influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,raw influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,2340.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2340.0,liquid_absolute_log10_copies_per_mL_equivalent,3.369215857410143,log10 copies/mL,sul,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1167,10.1016/j.watres.2019.05.034,2019,M_002646,S1,blaOXA-10,ARG,influent,raw influent,5820000.0,,,5820000.0,,160000.0,,copies/mL,No,absolute abundance,wastewater volume,qPCR,3 replicates,raw influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,blaOXA-10,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,raw influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,5820000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,5820000.0,liquid_absolute_log10_copies_per_mL_equivalent,6.764922984649888,log10 copies/mL,bla,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1183,10.1016/j.chemosphere.2013.08.068,2013,M_002704,S1,ereA,ARG,other,UV disinfection,350000.0,,,350000.0,,,,copies L-1,No,normalized to the volume of original sample,original sample volume,qPCR,not reported,before treatment,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,ereA,macrolide resistance,ARG,gene_specific,Yes,,unclear,,,UV_disinfection,tertiary_disinfection,copies L-1,copies L-1,copies_per_L,absolute_abundance_liquid,350.0,Yes,copies/L ÷ 1000 → copies/mL,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,350.0,liquid_absolute_log10_copies_per_mL_equivalent,2.544068044350276,log10 copies/mL,erm,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1183,10.1016/j.chemosphere.2013.08.068,2013,M_002705,S1,ereB,ARG,other,UV disinfection,7100.0,,,7100.0,,,,copies L-1,No,normalized to the volume of original sample,original sample volume,qPCR,not reported,before treatment,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,ereB,,Unclear,gene_specific,Yes,,unclear,,,UV_disinfection,tertiary_disinfection,copies L-1,copies L-1,copies_per_L,absolute_abundance_liquid,7.1000000000000005,Yes,copies/L ÷ 1000 → copies/mL,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,7.1000000000000005,liquid_absolute_log10_copies_per_mL_equivalent,0.8512583487190754,log10 copies/mL,other,matrix_unclear,gene_mge,Yes,extreme_liquid_log10_copies_mL
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1183,10.1016/j.chemosphere.2013.08.068,2013,M_002706,S1,ermA,ARG,other,UV disinfection,1800.0,,,1800.0,,,,copies L-1,No,normalized to the volume of original sample,original sample volume,qPCR,not reported,before treatment,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,ermA,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,,unclear,,,UV_disinfection,tertiary_disinfection,copies L-1,copies L-1,copies_per_L,absolute_abundance_liquid,1.8,Yes,copies/L ÷ 1000 → copies/mL,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1.8,liquid_absolute_log10_copies_per_mL_equivalent,0.255272505103306,log10 copies/mL,erm,matrix_unclear,gene_mge,Yes,extreme_liquid_log10_copies_mL
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1183,10.1016/j.chemosphere.2013.08.068,2013,M_002707,S1,ermB,ARG,other,UV disinfection,3300.0,,,3300.0,,,,copies L-1,No,normalized to the volume of original sample,original sample volume,qPCR,not reported,before treatment,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,,unclear,,,UV_disinfection,tertiary_disinfection,copies L-1,copies L-1,copies_per_L,absolute_abundance_liquid,3.3000000000000003,Yes,copies/L ÷ 1000 → copies/mL,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.3000000000000003,liquid_absolute_log10_copies_per_mL_equivalent,0.5185139398778875,log10 copies/mL,erm,matrix_unclear,gene_mge,Yes,extreme_liquid_log10_copies_mL
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1183,10.1016/j.chemosphere.2013.08.068,2013,M_002708,S1,tetA,ARG,other,UV disinfection,240000.0,,,240000.0,,,,copies L-1,No,normalized to the volume of original sample,original sample volume,qPCR,not reported,before treatment,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,,unclear,,,UV_disinfection,tertiary_disinfection,copies L-1,copies L-1,copies_per_L,absolute_abundance_liquid,240.0,Yes,copies/L ÷ 1000 → copies/mL,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,240.0,liquid_absolute_log10_copies_per_mL_equivalent,2.380211241711606,log10 copies/mL,tet,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1183,10.1016/j.chemosphere.2013.08.068,2013,M_002709,S1,tetO,ARG,other,UV disinfection,4100.0,,,4100.0,,,,copies L-1,No,normalized to the volume of original sample,original sample volume,qPCR,not reported,before treatment,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetO,tetracycline resistance,ARG,gene_specific,Yes,,unclear,,,UV_disinfection,tertiary_disinfection,copies L-1,copies L-1,copies_per_L,absolute_abundance_liquid,4.1,Yes,copies/L ÷ 1000 → copies/mL,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.1,liquid_absolute_log10_copies_per_mL_equivalent,0.6127838567197355,log10 copies/mL,tet,matrix_unclear,gene_mge,Yes,extreme_liquid_log10_copies_mL
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1191,10.1007/s00253-015-7043-x,2016,M_002739,S1,intI1,intI1_marker,sewage sludge,not applicable,,,,10.3,,0.2,,log10(gene copies) mL−1,Yes,not reported,not reported,qPCR,10,untreated wastewater solids stored at 4 °C; collected every 8 days,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,sewage_sludge,sludge_processed,,,not applicable,unclear,log10(gene copies) mL−1,log copies/mL,log_copies_per_mL,log_abundance,10.3,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,quantitative_core_inferred,10.3,liquid_absolute_log10_copies_per_mL_equivalent,10.3,log10 copies/mL,intI1,sludge,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1191,10.1007/s00253-015-7043-x,2016,M_002740,S1,qnrA,ARG,sewage sludge,not applicable,,,,7.0,,0.4,,log10(gene copies) mL−1,Yes,not reported,not reported,qPCR,10,untreated wastewater solids stored at 4 °C; collected every 8 days,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,qnrA,quinolone resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,,,not applicable,unclear,log10(gene copies) mL−1,log copies/mL,log_copies_per_mL,log_abundance,7.0,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,7.0,liquid_absolute_log10_copies_per_mL_equivalent,7.0,log10 copies/mL,qnr,sludge,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1191,10.1007/s00253-015-7043-x,2016,M_002741,S1,tet(W),ARG,sewage sludge,not applicable,,,,10.2,,0.3,,log10(gene copies) mL−1,Yes,not reported,not reported,qPCR,10,untreated wastewater solids stored at 4 °C; collected every 8 days,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetW,tetracycline resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,,,not applicable,unclear,log10(gene copies) mL−1,log copies/mL,log_copies_per_mL,log_abundance,10.2,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,10.2,liquid_absolute_log10_copies_per_mL_equivalent,10.2,log10 copies/mL,tet,sludge,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1191,10.1007/s00253-015-7043-x,2016,M_002742,S1,tet(X),ARG,sewage sludge,not applicable,,,,9.1,,0.1,,log10(gene copies) mL−1,Yes,not reported,not reported,qPCR,10,untreated wastewater solids stored at 4 °C; collected every 8 days,before_treatment,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetX,tetracycline resistance,ARG,gene_specific,Yes,sewage_sludge,sludge_processed,,,not applicable,unclear,log10(gene copies) mL−1,log copies/mL,log_copies_per_mL,log_abundance,9.1,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,9.1,liquid_absolute_log10_copies_per_mL_equivalent,9.1,log10 copies/mL,tet,sludge,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002749,S1,sul1,ARG,final effluent,municipal WWTP effluent,,,,1100000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,1100000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1100000.0,liquid_absolute_log10_copies_per_mL_equivalent,6.041392685158225,log10 copies/mL,sul,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002750,S1,sul2,ARG,final effluent,municipal WWTP effluent,,,,670000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,670000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,670000.0,liquid_absolute_log10_copies_per_mL_equivalent,5.826074802700826,log10 copies/mL,sul,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002752,S1,tetA,ARG,final effluent,municipal WWTP effluent,,,,30000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,30000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,30000.0,liquid_absolute_log10_copies_per_mL_equivalent,4.477121254719663,log10 copies/mL,tet,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002753,S1,tetC,ARG,final effluent,municipal WWTP effluent,,,,42000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetC,tetracycline resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,42000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,42000.0,liquid_absolute_log10_copies_per_mL_equivalent,4.623249290397901,log10 copies/mL,tet,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002754,S1,tetG,ARG,final effluent,municipal WWTP effluent,,,,35000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetG,tetracycline resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,35000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,35000.0,liquid_absolute_log10_copies_per_mL_equivalent,4.544068044350276,log10 copies/mL,tet,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002755,S1,tetM,ARG,final effluent,municipal WWTP effluent,,,,19000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetM,tetracycline resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,19000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,19000.0,liquid_absolute_log10_copies_per_mL_equivalent,4.278753600952829,log10 copies/mL,tet,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002756,S1,tetO,ARG,final effluent,municipal WWTP effluent,,,,77000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetO,tetracycline resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,77000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,77000.0,liquid_absolute_log10_copies_per_mL_equivalent,4.886490725172482,log10 copies/mL,tet,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1210,10.1016/j.chemosphere.2017.01.041,2017,M_002757,S1,tetW,ARG,final effluent,municipal WWTP effluent,,,,10000.0,,,,copies mL−1,No,not reported,effluent concentration,qPCR,20,spring and winter 2015,effluent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetW,tetracycline resistance,ARG,gene_specific,Yes,final_effluent,liquid_effluent,,,municipal WWTP effluent,unclear,copies mL−1,copies/mL,copies_per_mL,absolute_abundance_liquid,10000.0,No,unit name pre-normalized only; numeric value not converted,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,10000.0,liquid_absolute_log10_copies_per_mL_equivalent,4.0,log10 copies/mL,tet,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1223,10.1016/j.envpol.2019.03.111,2019,M_002764,W0,sul2,ARG,influent,hybrid constructed wetland influent,22400000.0,,,,,,,copies/mL,No,none,absolute concentration,unclear,not reported,influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul2,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,hybrid constructed wetland influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,22400000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,22400000.0,liquid_absolute_log10_copies_per_mL_equivalent,7.350248018334163,log10 copies/mL,sul,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1223,10.1016/j.envpol.2019.03.111,2019,M_002765,W0,ermB,ARG,influent,hybrid constructed wetland influent,11700000.0,,,,,,,copies/mL,No,none,absolute concentration,unclear,not reported,influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,hybrid constructed wetland influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,11700000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,11700000.0,liquid_absolute_log10_copies_per_mL_equivalent,7.068185861746161,log10 copies/mL,erm,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1223,10.1016/j.envpol.2019.03.111,2019,M_002766,W0,cmlA,ARG,influent,hybrid constructed wetland influent,48100000.0,,,,,,,copies/mL,No,none,absolute concentration,unclear,not reported,influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,cmlA,chloramphenicol resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,hybrid constructed wetland influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,48100000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,48100000.0,liquid_absolute_log10_copies_per_mL_equivalent,7.682145076373832,log10 copies/mL,other,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1223,10.1016/j.envpol.2019.03.111,2019,M_002767,W0,floR,ARG,influent,hybrid constructed wetland influent,14900000.0,,,,,,,copies/mL,No,none,absolute concentration,unclear,not reported,influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,floR,chloramphenicol resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,hybrid constructed wetland influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,14900000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,14900000.0,liquid_absolute_log10_copies_per_mL_equivalent,7.173186268412274,log10 copies/mL,other,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1223,10.1016/j.envpol.2019.03.111,2019,M_002768,W0,sul1,ARG,influent,hybrid constructed wetland influent,3450000.0,,,,,,,copies/mL,No,none,absolute concentration,unclear,not reported,influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,hybrid constructed wetland influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,3450000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3450000.0,liquid_absolute_log10_copies_per_mL_equivalent,6.537819095073274,log10 copies/mL,sul,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R1223,10.1016/j.envpol.2019.03.111,2019,M_002769,W0,tetG,ARG,influent,hybrid constructed wetland influent,1040000.0,,,,,,,copies/mL,No,none,absolute concentration,unclear,not reported,influent,influent,text_only_gpt5.4mini,gpt-5.4-mini,,group_level_inferred_legacy,,tetG,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,,,hybrid constructed wetland influent,unclear,copies/mL,copies/mL,copies_per_mL,absolute_abundance_liquid,1040000.0,No,,copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1040000.0,liquid_absolute_log10_copies_per_mL_equivalent,6.017033339298781,log10 copies/mL,tet,influent,gene_mge,Yes,
